date,project_id,client,region,fleet_size,deployment_status,planned_daily_spend_usd,actual_daily_spend_usd,hw_cost_actual_usd,hw_cost_planned_usd,labor_hours,shipping_delay_days,cumulative_planned_usd,cumulative_actual_usd,is_spike_day
2024-08-24,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5722.02,6234.79,4025.52,3433.21,266.6,0.0,667642.37,692938.0,False
2024-04-24,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3390.64,3470.94,2063.25,2034.38,98.2,0.0,245002.24,249554.56,False
2024-10-26,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5636.71,5750.23,3762.33,3382.03,219.8,0.0,1034357.1,1069935.86,False
2024-09-22,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,5610.12,6752.44,3794.78,3366.07,349.9,0.0,1086822.43,1113839.44,False
2024-04-25,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4336.18,4255.86,,2601.71,103.3,0.0,427534.46,439224.44,False
2024-06-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5828.21,5976.76,3964.29,3496.93,230.7,0.0,184068.94,192416.12,False
2024-05-03,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4283.91,4823.65,3065.75,2570.34,111.3,0.0,461027.68,475543.81,False
2024-05-13,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3933.38,4744.16,3162.49,2360.03,91.3,1.0,392227.45,404422.11,False
2024-08-07,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3211.07,3228.12,2165.75,1926.64,80.2,0.0,615215.7,628351.98,False
2024-11-06,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5949.19,5586.5,3701.96,3569.51,288.2,0.0,1098777.8,1134960.4,False
2024-07-19,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5173.7,4885.94,2814.7,3104.22,205.7,0.0,670472.11,690402.21,False
2024-06-16,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5246.25,5034.52,3360.27,3147.75,206.1,0.0,502732.05,515785.77,False
2024-09-23,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6446.31,6132.63,4230.32,3867.78,350.7,0.0,1093268.74,1119972.07,False
2024-01-24,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4626.9,,3116.64,2776.14,141.8,1.0,22452.84,23944.14,False
2024-05-26,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3757.71,3880.3,2237.43,2254.62,70.0,0.0,442689.43,457691.54,False
2024-07-14,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3526.1,4077.74,2318.7,2115.66,101.2,0.0,530532.2,543763.68,False
2024-05-31,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,3765.21,4258.12,2804.6,2259.13,105.1,0.0,576154.67,596418.09,False
2024-03-02,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3836.83,3502.0,2351.9,2302.1,91.4,0.0,117588.31,121361.82,False
2024-02-21,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,4445.91,3712.22,2566.74,2667.54,73.8,0.0,79588.8,82058.28,False
2024-02-04,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4304.05,4304.83,2869.62,2582.43,105.1,0.0,88374.24,90563.98,False
2024-06-08,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6404.07,6104.44,3567.92,3842.44,317.4,0.0,434236.21,441904.4,False
2024-07-04,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3708.45,4059.94,2260.09,2225.07,92.1,0.0,591238.91,607106.23,False
2024-08-12,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3380.39,3631.22,2080.39,2028.23,101.6,0.0,632966.9,646194.95,False
2024-01-30,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4274.67,4728.61,3158.08,2564.8,174.5,0.0,49992.23,52423.1,False
2024-05-23,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,6026.62,5481.75,3399.91,3615.97,248.0,0.0,132300.56,138761.37,False
2024-06-15,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6085.59,6353.75,4335.87,3651.35,359.0,0.0,477941.99,485410.79,False
2024-04-29,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6786.94,8376.4,5749.24,4072.17,333.2,,182672.54,183450.16,True
2024-08-14,AMR-003,DHL - Singapore Hub,APAC,20,UAT,4914.46,5134.94,3157.68,2948.67,184.0,0.0,803997.61,829068.66,False
2024-08-04,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3726.17,3791.91,2500.17,2235.7,86.4,0.0,709476.23,731354.81,False
2024-05-22,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3683.11,3459.15,1988.46,2209.87,119.2,0.0,344685.4,348411.11,False
2024-03-01,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3531.29,3699.34,2052.29,2118.78,90.5,0.0,56166.81,55592.5,False
2024-04-07,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4589.07,5020.68,2910.93,2753.44,125.4,0.0,366980.43,377524.07,False
2024-03-30,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3802.01,4280.3,2596.93,2281.2,70.6,,225020.59,229963.66,False
2024-07-05,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6125.33,5605.32,3130.44,3675.2,290.9,0.0,379880.24,394274.51,False
2024-08-30,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3374.37,3185.61,2073.15,2024.62,96.7,0.0,696161.74,711997.75,False
2024-10-13,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,6090.09,6338.2,3854.39,3654.05,,0.0,1216792.06,1246707.73,False
2024-02-11,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4224.2,4178.69,2723.16,2534.52,109.0,0.0,117179.48,120318.13,False
2024-04-21,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4019.16,4519.59,2764.2,2411.49,136.1,0.0,410635.54,421595.09,False
2024-04-14,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5277.07,4947.15,2783.31,3166.24,161.4,0.0,184752.38,187246.87,False
2024-04-22,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5050.09,4974.12,3173.62,3030.05,239.5,2.0,224085.7,227825.7,False
2024-07-19,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3378.19,3501.78,2422.3,2026.92,101.1,0.0,547641.37,561293.24,False
2024-05-25,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4608.79,5440.38,3020.45,2765.27,131.2,1.0,589916.87,606471.11,False
2024-02-29,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,5161.89,4127.06,2505.42,3097.13,177.8,0.0,189373.01,199626.67,False
2024-06-22,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3575.33,4387.35,2516.94,2145.2,69.3,0.0,545320.45,561712.14,False
2024-09-23,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5176.72,5511.63,3553.56,3106.03,161.3,2.0,1010183.58,1043819.36,False
2024-07-07,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3574.48,3682.29,2358.7,2144.69,84.8,0.0,506002.72,517830.74,False
2024-04-28,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3850.49,3670.3,2179.44,2310.3,71.4,,335235.94,344488.61,False
2024-10-12,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,5745.73,5881.12,3947.6,3447.44,268.5,0.0,1210701.97,1240369.53,False
2024-06-06,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5248.73,7315.61,4806.09,3149.24,232.7,3.0,212932.53,222826.21,True
2024-03-20,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3325.96,4297.88,2524.38,1995.58,101.6,0.0,122391.36,126116.05,False
2024-09-05,AMR-005,Amazon - Dallas FC,North America,30,UAT,5995.51,6628.52,4208.53,3597.31,330.7,0.0,980595.94,1010009.99,False
2024-03-27,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3771.03,3802.29,2226.44,2262.62,105.8,0.0,148013.98,151219.69,False
2024-02-15,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4641.39,5217.76,3584.5,2784.83,177.6,0.0,123967.46,130019.78,False
2024-06-23,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5128.95,5066.85,3085.82,3077.37,218.0,0.0,538287.97,550984.12,False
2024-03-18,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3778.4,3324.21,2057.43,2267.04,74.6,0.0,179227.44,182319.58,False
2024-07-02,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,4010.98,3694.79,2184.72,2406.59,,0.0,583587.62,599319.55,False
2024-03-08,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4849.45,4838.19,3157.81,2909.67,134.2,0.0,226977.98,237533.85,False
2024-05-29,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6297.42,6355.56,3669.35,3778.45,264.2,0.0,370406.32,379159.14,False
2024-06-14,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4611.74,5047.7,2822.84,2767.05,136.6,0.0,683100.39,704204.21,False
2024-04-23,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4806.5,5676.27,3817.38,2883.9,178.3,0.0,441578.18,453052.24,False
2024-10-14,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5756.24,5669.56,3526.95,3453.75,208.8,0.0,962552.53,997795.29,False
2024-05-30,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6475.53,5811.58,3394.58,3885.32,241.7,0.0,376881.86,384970.72,False
2024-04-18,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4182.26,3969.24,2544.24,2509.35,118.5,0.0,398303.04,408171.32,True
2024-04-17,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,4108.53,4168.21,2313.26,2465.12,83.6,0.0,294229.03,300621.6,False
2024-05-05,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5995.22,6733.62,4138.06,3597.13,295.2,0.0,29055.75,30596.7,False
2024-08-22,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3324.21,3723.27,2226.71,1994.53,98.7,0.0,668192.1,682548.36,False
2024-06-04,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,6024.96,5474.98,3655.95,3614.97,259.6,0.0,201806.89,210434.36,False
2024-07-21,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5588.01,7019.41,4872.06,3352.81,239.8,0.0,474050.76,490634.63,False
2024-05-23,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,4204.52,4025.68,2793.17,2522.71,86.4,0.0,431164.65,445731.02,False
2024-04-28,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3460.9,3356.88,2072.51,2076.54,114.2,0.0,259155.06,263413.56,False
2024-08-09,AMR-005,Amazon - Dallas FC,North America,30,UAT,6389.06,5485.43,3663.68,3833.44,273.5,0.0,815122.73,837028.03,False
2024-04-13,AMR-005,Amazon - Dallas FC,North America,30,Planning,5796.76,6174.4,4251.56,3478.06,333.1,0.0,81489.4,79604.62,False
2024-03-12,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4334.26,6027.85,3700.04,2600.55,140.5,2.0,242889.39,247514.93,True
2024-02-11,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3509.09,3944.77,2593.49,2105.46,93.2,0.0,41149.88,44570.45,False
2024-06-11,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3384.02,3929.85,2468.4,2030.41,84.4,0.0,415148.1,423354.76,False
2024-05-29,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4944.39,5439.1,3590.62,2966.64,178.8,1.0,411877.54,421372.81,False
2024-07-01,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6118.1,5609.32,3611.94,3670.86,310.7,0.0,576275.89,585644.29,False
2024-07-12,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6154.5,6470.93,4483.36,3692.7,290.2,0.0,421227.53,436915.3,False
2024-05-01,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3668.65,3664.37,2349.19,2201.19,103.7,0.0,270187.31,274616.42,False
2024-07-08,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4135.78,4534.33,2532.81,2481.47,117.6,0.0,734462.58,759845.75,False
2024-06-06,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4510.47,5598.06,3528.71,2706.28,177.3,0.0,645730.77,666247.47,False
2024-10-05,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,5808.28,7130.12,4506.18,3484.97,322.5,0.0,1166910.78,1195794.95,False
2024-05-26,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3416.32,3286.15,2139.11,2049.79,81.0,0.0,358621.39,364027.11,False
2024-04-22,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6168.52,6494.76,3964.23,3701.11,355.6,0.0,136919.06,135598.1,False
2024-06-21,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5813.88,6018.12,3780.15,3488.33,218.7,0.0,299406.02,309486.96,False
2024-08-02,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3557.23,3548.91,2132.55,2134.34,113.2,0.0,597854.95,610647.96,False
2024-05-13,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5257.47,5600.07,3919.98,3154.48,282.1,0.0,74571.28,78393.06,False
2024-03-07,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,5058.91,5068.22,3362.37,3035.35,127.2,0.0,222128.53,232695.66,False
2024-06-01,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,3879.21,4089.21,2686.2,2327.53,134.8,0.0,580033.88,600507.3,False
2024-09-09,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5056.13,4869.06,2768.92,3033.68,207.7,0.0,937747.37,970381.27,False
2024-07-28,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5656.77,5909.71,3728.63,3394.06,216.3,0.0,513812.09,531089.13,False
2024-04-11,AMR-005,Amazon - Dallas FC,North America,30,Planning,6205.13,6759.5,4485.45,3723.08,245.6,0.0,69080.39,66950.26,False
2024-07-30,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5291.98,5375.13,3219.78,3175.19,170.7,0.0,726994.72,747359.8,False
2024-04-04,AMR-005,Amazon - Dallas FC,North America,30,Planning,5920.14,5843.44,3313.93,3552.08,353.1,0.0,25208.47,23546.31,False
2024-05-01,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6309.27,6412.51,3714.42,3785.56,316.3,0.0,195474.79,196342.58,False
2024-04-11,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4414.07,4362.34,2745.66,2648.44,110.6,0.0,368772.73,377131.52,False
2024-04-12,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3799.11,3543.62,2246.54,2279.47,72.8,0.0,274872.33,280080.67,False
2024-09-02,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5315.74,5682.94,3848.94,3189.45,172.3,0.0,902021.93,933666.63,True
2024-01-21,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4567.14,4260.5,2927.51,2740.28,144.9,0.0,8825.86,9540.18,False
2024-05-10,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4359.11,4977.02,3073.91,2615.47,145.8,0.0,520116.97,534584.41,False
2024-06-23,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4572.6,5154.95,3213.01,2743.56,130.1,0.0,723608.93,749216.89,False
2024-06-05,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3773.5,3840.17,2257.09,2264.1,73.9,0.0,481239.29,494776.02,False
2024-04-09,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,4133.71,3710.87,2117.53,2480.22,80.4,0.0,263263.37,268770.95,False
2024-03-15,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3377.05,3702.44,2335.55,2026.23,102.5,0.0,105195.08,107029.51,False
2024-05-30,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5932.1,6005.37,3913.1,3559.26,207.6,0.0,172144.6,180461.44,False
2024-04-10,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3472.45,3816.46,2454.42,2083.47,89.0,0.0,196410.77,201092.24,False
2024-09-04,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5080.21,5010.09,3167.75,3048.13,215.7,0.0,912451.98,944455.5,False
2024-04-15,AMR-005,Amazon - Dallas FC,North America,30,Planning,6164.72,5386.02,3762.38,3698.83,348.1,0.0,94432.26,92559.76,False
2024-06-12,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3288.3,4024.47,2747.02,1972.98,98.8,0.0,418436.4,427379.23,False
2024-10-12,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5682.84,5710.21,3216.5,3409.7,224.7,0.0,951301.11,985986.21,False
2024-07-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6016.9,6054.21,3834.98,3610.14,202.6,0.0,356411.63,371505.85,False
2024-10-01,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,6251.79,5989.31,3448.2,3751.07,248.1,0.0,1142439.52,1169033.03,False
2024-09-17,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6100.02,6038.02,4128.33,3660.01,278.7,0.0,1055798.29,1083272.36,False
2024-07-13,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6289.27,5910.31,3644.5,3773.56,347.0,1.0,649368.85,661391.95,False
2024-05-22,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4883.2,4845.51,3219.77,2929.92,235.2,0.0,375921.89,385427.96,False
2024-11-04,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6278.6,5741.44,3627.82,3767.16,279.6,0.0,1086960.34,1122378.56,False
2024-05-10,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6057.8,7473.53,4553.21,3634.68,293.7,1.0,251056.54,255257.67,False
2024-04-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3194.08,3367.99,1876.11,1916.45,107.8,0.0,220905.25,225784.87,False
2024-08-26,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3602.16,3211.7,1998.17,2161.3,104.1,0.0,682246.93,696538.43,False
2024-02-27,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3995.98,4019.74,2597.76,2397.59,71.3,0.0,102421.11,105882.02,False
2024-07-26,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3823.14,3571.91,2059.31,2293.88,89.3,0.0,674716.23,696225.15,False
2024-06-09,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,3978.64,4078.52,2621.99,2387.19,117.4,0.0,613457.83,635330.07,False
2024-03-14,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3748.25,3588.22,2127.67,2248.95,89.9,0.0,163923.58,167414.85,False
2024-07-02,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3478.3,3242.62,2209.49,2086.98,93.8,0.0,489104.42,500116.76,False
2024-06-09,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4686.05,4993.58,3143.91,2811.63,131.7,0.0,659709.16,680544.43,False
2024-04-28,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6561.25,6473.93,4012.1,3936.75,348.4,0.0,175885.6,175073.77,False
2024-07-16,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3761.77,4180.62,2314.63,2257.06,83.9,0.0,636250.89,657655.53,False
2024-07-25,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4210.08,4103.1,2429.06,2526.05,112.4,0.0,805287.33,831939.16,False
2024-04-01,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4779.69,5155.24,3547.62,2867.82,196.8,0.0,117450.52,119981.03,False
2024-03-08,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4183.12,4155.15,2542.37,2509.87,141.3,1.0,226010.29,228630.81,False
2024-08-29,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5130.44,5720.62,3995.5,3078.27,186.9,0.0,881060.74,912684.63,False
2024-05-08,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,3903.86,4755.46,3197.44,2342.32,120.4,0.0,480759.81,496973.38,False
2024-12-06,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5424.57,5969.86,3700.65,3254.74,291.6,0.0,1272985.79,1312861.75,False
2024-04-10,AMR-005,Amazon - Dallas FC,North America,30,Planning,6311.37,6033.85,3749.91,3786.82,321.1,0.0,62875.27,60190.76,False
2024-03-24,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3796.87,4194.89,2886.69,2278.12,73.5,0.0,202360.33,206140.23,False
2024-09-25,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6227.11,6311.54,4306.69,3736.27,340.8,0.0,1105693.84,1132083.6,False
2024-07-04,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5687.03,6676.0,3722.16,3412.22,301.8,0.0,594068.59,604684.13,False
2024-04-26,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,7252.28,6908.72,4504.19,4351.37,320.7,0.0,162998.81,161711.91,False
2024-04-19,AMR-005,Amazon - Dallas FC,North America,30,Planning,5866.11,5809.02,3388.76,3519.66,345.2,0.0,118699.47,117251.38,False
2024-06-09,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5786.18,6176.48,3879.93,3471.71,240.1,0.0,230180.2,241167.89,False
2024-09-12,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5026.01,5206.8,3389.28,3015.61,209.2,0.0,953160.05,986203.77,False
2024-04-05,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5820.66,5087.7,3258.86,3492.39,236.4,0.0,138832.68,140377.37,False
2024-09-21,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5931.97,6048.65,3435.79,3559.18,260.1,0.0,830118.05,860460.1,False
2024-07-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5762.7,6135.28,3509.78,3457.62,208.2,0.0,462575.01,478415.04,False
2024-04-18,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4630.79,5220.08,2874.64,2778.47,235.6,0.0,204644.77,207944.2,False
2024-11-16,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5431.28,5687.14,3691.92,3258.77,283.5,1.0,1157533.23,1194595.1,False
2024-05-19,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4822.79,4860.38,2696.42,2893.67,190.1,0.0,361203.05,369913.64,False
2024-09-23,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5798.44,6388.19,4118.87,3479.06,257.9,0.0,841773.83,872319.65,False
2024-09-21,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5046.46,5109.05,3264.4,3027.88,177.5,0.0,999568.25,1032659.3,False
2024-09-25,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,4958.93,5731.64,3787.72,2975.36,232.3,0.0,1020108.57,1054819.32,False
2024-07-06,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4908.56,5096.14,3045.21,2945.14,178.9,0.0,603388.22,622007.84,False
2024-06-02,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5866.29,6197.56,4174.9,3519.77,248.5,0.0,189935.23,198613.68,False
2024-04-26,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3555.23,3556.77,1966.23,2133.14,68.8,0.0,327739.21,335999.38,False
2024-05-27,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3969.51,3443.95,2242.95,2381.7,83.3,0.0,446658.94,461135.48,False
2024-04-18,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4711.22,4449.2,2933.8,2826.73,143.4,0.0,418266.45,429106.96,False
2024-08-10,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3620.68,3540.73,2279.86,2172.41,83.9,0.0,625654.7,638468.0,False
2024-05-20,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5000.6,5022.52,3118.79,3000.36,214.7,0.0,366203.65,374936.16,False
2024-10-11,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,6067.78,7243.07,4507.46,3640.67,249.1,0.0,1204956.24,1234488.41,False
2024-03-09,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4324.03,4061.16,2557.69,2594.42,124.5,0.0,230334.31,232691.96,False
2024-07-12,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4303.38,4637.32,3156.2,2582.03,124.9,0.0,751240.54,777867.98,False
2024-06-08,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5143.17,5343.59,3433.15,3085.9,215.9,0.0,462135.9,472486.94,False
2024-04-21,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,5931.11,5641.09,3518.34,3558.67,287.0,0.0,130750.54,129103.33,False
2024-03-25,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4015.26,4496.82,2534.84,2409.16,130.5,0.0,296360.18,302204.52,False
2024-02-26,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,3858.16,4047.32,2261.4,2314.89,143.3,0.0,180284.76,181702.42,False
2024-11-13,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5918.2,5968.15,3675.76,3550.92,220.9,0.0,1140631.8,1177071.61,False
2024-11-12,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6016.14,,3923.49,3609.68,299.2,0.0,1134713.59,1171103.46,False
2024-07-14,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5447.37,5742.3,3917.06,3268.42,231.8,0.0,432912.02,448376.51,False
2024-06-10,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6352.39,5986.61,3474.62,3811.43,258.1,0.0,446927.73,453892.56,False
2024-08-07,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5414.02,4617.09,2597.35,3248.41,164.4,0.0,768961.55,788251.25,False
2024-05-12,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4646.35,4146.79,2364.05,2787.81,150.7,0.0,529413.68,542780.74,False
2024-03-13,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4417.38,4821.76,3110.23,2650.43,142.4,0.0,249579.81,261640.86,False
2024-06-15,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4414.21,4480.32,2638.03,2648.53,174.8,0.0,687514.6,708684.53,False
2024-05-18,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4680.41,5806.99,3519.15,2808.25,227.3,0.0,356380.26,365053.26,False
